gene,CNV
PCAT19,LOH
CEACAM21,LOH
CEACAM4,LOH
CEACAM7,LOH
CEACAM6,LOH
LYPD4,LOH
DMRTC2,LOH
CD79A,LOH
ARHGEF1,LOH
RABAC1,LOH
ATP1A3,LOH
GRIK5,LOH
POU2F2,LOH
DEDD2,LOH
GSK3A,LOH
CIC,LOH
PAFAH1B3,LOH
PRR19,LOH
TMEM145,LOH
MEGF8,LOH
CNFN,LOH
LIPE-AS1,LOH
PSG3,LOH
PSG1,LOH
PSG6,LOH
PSG7,LOH
PSG2,LOH
PSG5,LOH
PSG4,LOH
CD177,LOH
TEX101,LOH
LYPD3,LOH
PHLDB3,LOH
ETHE1,LOH
IRGQ,LOH
CADM4,LOH
PLAUR,LOH
SMG9,LOH
KCNN4,LOH
LYPD5,LOH
ZNF283,LOH
ZNF45,LOH
ZNF221,LOH
ZNF155,LOH
ZNF230,LOH
ZNF224,LOH
ZNF225,LOH
ZNF234,LOH
ZNF227,LOH
ZNF180,LOH
CEACAM20,LOH
IGSF23,LOH
IGSF23,LOH
BCL3,LOH
CBLC,LOH
BCAM,LOH
TOMM40,LOH
APOE,LOH
APOC1P1,LOH
CLPTM1,LOH
RELB,LOH
CLASRP,LOH
GEMIN7,LOH
MARK4,LOH
CKM,LOH
KLC3,LOH
ERCC2,LOH
PPP1R13L,LOH
CD3EAP,LOH
RTN2,LOH
VASP,LOH
OPA3,LOH
GPR4,LOH
EML2,LOH
GIPR,LOH
SNRPD2,LOH
QPCTL,LOH
FBXO46,LOH
SIX5,LOH
DMPK,LOH
DMWD,LOH
RSPH6A,LOH
SYMPK,LOH
FOXA3,LOH
IRF2BP1,LOH
MYPOP,LOH
NANOS2,LOH
PGLYRP1,LOH
HIF3A,LOH
CCDC8,LOH
PPP5D1,LOH
CALM3,LOH
PTGIR,LOH
GNG8,LOH
DACT3,LOH
PRKD2,LOH
SLC1A5,LOH
AP2S1,LOH
ARHGAP35,LOH
TMEM160,LOH
ZC3H4,LOH
SAE1,LOH
BBC3,LOH
CCDC9,LOH
INAFM1,LOH
C5AR1,LOH
DHX34,LOH
MEIS3,LOH
SLC8A2,LOH
KPTN,LOH
NAPA,LOH
ZNF541,LOH
EHD2,LOH
CRX,LOH
SULT2A1,LOH
BSPH1,LOH
ELSPBP1,LOH
CABP5,LOH
PLA2G4C,LOH
LIG1,LOH
ZNF114,LOH
TMEM143,LOH
SYNGR4,LOH
KDELR1,LOH
GRIN2D,LOH
KCNJ14,LOH
CYTH2,LOH
LMTK3,LOH
SULT2B1,LOH
RPL18,LOH
SPHK2,LOH
DBP,LOH
SEC1P,LOH
FUT2,LOH
MAMSTR,LOH
RASIP1,LOH
IZUMO1,LOH
FUT1,LOH
FGF21,LOH
BCAT2,LOH
HSD17B14,LOH
PLEKHA4,LOH
PPP1R15A,LOH
TULP2,LOH
NUCB1,LOH
DHDH,LOH
BAX,LOH
FTL,LOH
GYS1,LOH
RUVBL2,LOH
LHB,LOH
CGB8,LOH
KCNA7,LOH
SNRNP70,LOH
LIN7B,LOH
C19orf73,LOH
PPFIA3,LOH
HRC,LOH
TRPM4,LOH
SLC6A16,LOH
TEAD2,LOH
DKKL1,LOH
CCDC155,LOH
CCDC155,GAIN
TTC3,LOSS
DSCR9,LOSS
DYRK1A,LOSS
KCNJ6,LOSS
DSCR8,LOSS
KCNJ15,LOSS
ERG,LOSS
ETS2,LOSS
LOC400867,LOSS
PKNOX1,GAIN
COL6A1,GAIN
COL6A2,GAIN
FTCD,GAIN
SPATC1L,GAIN
MCM3AP,GAIN
YBEY,GAIN
C21orf58,GAIN
PCNT,GAIN
DIP2A,GAIN
S100B,GAIN
OR11H1,GAIN
CCT8L2,LOH
XKR3,LOH
GAB4,LOH
IL17RA,LOH
CECR2,LOH
ATP6V1E1,LOH
BCL2L13,LOH
BID,LOH
MICAL3,LOH
USP18,LOH
TMEM191B,LOSS
RIMBP3,LOSS
SCARF2,LOH
KLHL22,LOH
MED15,LOH
VPREB1,LOH
BMS1P20,LOH
ZNF280B,LOH
ZNF280A,LOH
PRAME,LOH
APOL3,LOH
APOL4,LOH
APOL2,LOH
MYH9,LOH
TRIOBP,GAIN
H1F0,GAIN
GCAT,GAIN
GALR3,GAIN
ANKRD54,GAIN
EIF3L,GAIN
MICALL1,GAIN
C22orf23,GAIN
POLR2F,GAIN
LINC00898,GAIN
C22orf34,GAIN
BRD1,GAIN
ZBED4,GAIN
ALG12,GAIN
CRELD2,GAIN
PIM3,GAIN
IL17REL,GAIN
MLC1,GAIN
PANX2,GAIN
TUBGCP6,GAIN
MAPK12,GAIN
MAPK11,GAIN
DENND6B,GAIN
PPP6R2,GAIN
SBF1,GAIN
ADM2,GAIN
MIOX,GAIN
LMF2,GAIN
NCAPH2,GAIN
SCO2,GAIN
TYMP,GAIN
ODF3B,GAIN
KLHDC7B,GAIN
SYCE3,GAIN
MAPK8IP2,GAIN
ARSA,GAIN
